iter	Logloss
308	0.3616231432
309	0.361467089
310	0.361317759
311	0.3612445134
312	0.361106204
313	0.3608867023
314	0.3608072555
315	0.3606835526
316	0.3604668124
317	0.3601490411
318	0.3599830192
319	0.3598069364
320	0.3595922077
321	0.3593714239
322	0.3591422016
323	0.3589350138
324	0.3587729346
325	0.3585315416
326	0.3584349991
327	0.3582141421
328	0.3579982935
329	0.3578193588
330	0.3576471439
331	0.3574439256
332	0.3573260493
333	0.3572055707
334	0.3569430561
335	0.3567353454
336	0.3566282044
337	0.356510444
338	0.3563971934
339	0.3563002997
340	0.3560982851
341	0.3559809907
342	0.355892419
343	0.3557439266
344	0.3555813299
345	0.3554129227
346	0.3552569107
347	0.3551046702
348	0.3550107929
349	0.3548262775
350	0.3544655148
351	0.3543328003
352	0.3541668358
353	0.3539197328
354	0.3538096135
355	0.3536892182
356	0.353501873
357	0.3533986534
358	0.3532965298
359	0.3530456317
360	0.3528444958
361	0.3525461498
362	0.3524306742
363	0.352260802
364	0.3520125836
365	0.3519199703
366	0.3517557649
367	0.3515371739
368	0.3514041799
369	0.3512131773
370	0.351064511
371	0.3509620311
372	0.3508619499
373	0.3506779401
374	0.3503719387
375	0.3501766954
376	0.3500433783
377	0.3497687889
378	0.3496194493
379	0.3493959017
380	0.3493144407
381	0.3491282624
382	0.3489899896
383	0.3488210465
384	0.3486877341
385	0.3485816405
386	0.3484402409
387	0.3483003388
388	0.3481236174
389	0.3479661166
390	0.3477687115
391	0.3476358329
392	0.3474925381
393	0.3473612448
394	0.3471683404
395	0.347014925
396	0.3468108137
397	0.3467281529
398	0.3465788836
399	0.3463421385
400	0.346200124
401	0.3459991922
402	0.3458704806
403	0.3457168181
404	0.3455627564
405	0.3453539552
406	0.3452464523
407	0.3450725843
408	0.344932218
409	0.3447712849
410	0.3445399319
411	0.3444097101
412	0.34429698
413	0.3441776695
414	0.3440622489
415	0.343874173
416	0.3436301381
417	0.3434853937
418	0.3433173387
419	0.3431414231
420	0.3430140573
421	0.3426995693
422	0.3425220126
423	0.3423471755
424	0.342167262
425	0.3419813679
426	0.3417528382
427	0.3416046679
428	0.3412350733
429	0.3411119508
430	0.3409931208
431	0.3408320695
432	0.3407549864
433	0.3406301795
434	0.3405263914
435	0.3404007753
436	0.3400849707
437	0.3399924569
438	0.3397928684
439	0.3397119376
440	0.3395394648
441	0.3394249336
442	0.3392968292
443	0.3390631204
444	0.338830075
445	0.338724553
446	0.3385791537
447	0.3384503659
448	0.3382737121
449	0.3380931078
450	0.3378879097
451	0.3377750887
452	0.3376340548
453	0.3374742462
454	0.3373001079
455	0.3371967568
456	0.337065456
457	0.3368547531
458	0.3366265798
459	0.3364678103
460	0.3363531343
461	0.3361834768
462	0.3360118764
463	0.3359040843
464	0.3357500607
465	0.3356581679
466	0.3355395735
467	0.3353498547
468	0.3351669361
469	0.3349129589
470	0.3347964811
471	0.334643638
472	0.3344777864
473	0.334249377
474	0.3341554276
475	0.333917924
476	0.3336271139
477	0.3334779425
478	0.3333035115
479	0.333097889
480	0.3329556416
481	0.3327758533
482	0.3325917641
483	0.3324075349
484	0.3321979746
485	0.3319991175
486	0.3319453063
487	0.3317843152
488	0.331696124
489	0.3314506849
490	0.3313039644
491	0.3311186336
492	0.3309877603
493	0.3307659626
494	0.3305459094
495	0.3303816466
496	0.3302842642
497	0.3301316081
498	0.3300020438
499	0.3298808193
500	0.3297083808
501	0.3296136267
502	0.3294273238
503	0.329213589
504	0.3290847809
505	0.3289622788
506	0.328797759
507	0.328687722
508	0.328536126
509	0.3283559538
510	0.3282228842
511	0.3280554274
512	0.3278869171
513	0.3278074743
514	0.327613345
515	0.3274917844
516	0.3273090874
517	0.3271599005
518	0.3270441973
519	0.3268697768
520	0.3267562559
521	0.3266524609
522	0.3266017773
523	0.3264312023
524	0.3261546688
525	0.3260689496
526	0.3258980861
527	0.3258347303
528	0.3256583072
529	0.3255021749
530	0.3253003557
531	0.3252005411
532	0.3250231519
533	0.3248243849
534	0.3246594563
535	0.3245220114
536	0.3243524141
537	0.3242614443
538	0.3240059663
539	0.3238252297
540	0.3236922466
541	0.3234516646
542	0.3233000687
543	0.3231846446
544	0.3229747702
545	0.3227917055
546	0.3226568798
547	0.3225109709
548	0.3224157489
549	0.3222552525
550	0.322082956
551	0.3219832458
552	0.3218905043
553	0.3216852594
554	0.3215178533
555	0.3213640969
556	0.3212291257
557	0.3210727599
558	0.3208936745
559	0.3207764176
560	0.3206563698
561	0.3205116677
562	0.3203776805
563	0.320255776
564	0.3201303591
565	0.3200542174
566	0.3199572465
567	0.3197818817
568	0.3196218396
569	0.3194748262
570	0.3193017462
571	0.3191596947
572	0.3190010599
573	0.3189080604
574	0.3187790296
575	0.3186270882
576	0.3185257059
577	0.318441009
578	0.3183269425
579	0.3181640392
580	0.3180396638
581	0.3178811478
582	0.3177397831
583	0.3176782599
584	0.3175478732
585	0.31740066
586	0.3172633308
587	0.3171461559
588	0.3168957674
589	0.3168093721
590	0.3167127806
591	0.3165819446
592	0.3164500416
593	0.3163150936
594	0.3161944724
595	0.3160553356
596	0.3158876799
597	0.3158098273
598	0.3156485
599	0.315548848
600	0.3155378595
601	0.3153914759
602	0.3151907808
603	0.3150751536
604	0.3149784002
605	0.31489785
606	0.3147696148
607	0.3146736822
608	0.3146041743
609	0.3145752256
610	0.3144356584
611	0.3143521555
612	0.3142042712
613	0.3140431287
614	0.3139486208
615	0.3138469382
616	0.3137326285
617	0.3136023905
618	0.3133897153
619	0.3132530293
620	0.3131295944
621	0.3130363748
622	0.3130121842
623	0.312891525
624	0.3127526055
625	0.3125928801
626	0.3124760642
627	0.3123607242
628	0.3122445196
629	0.3121468274
630	0.3119460522
631	0.3118698841
632	0.3117302966
633	0.3115193297
634	0.31137463
635	0.3112474098
636	0.3110185332
637	0.3108664774
638	0.3107577097
639	0.3105685143
640	0.3104346825
641	0.3103610039
642	0.3102026492
643	0.3100585288
644	0.3099376182
645	0.3097925624
646	0.3096553636
647	0.3095375257
648	0.309467872
649	0.309304579
650	0.3089648711
651	0.3089006293
652	0.3087945745
653	0.3086734861
654	0.3085631846
655	0.3084758025
656	0.3082944416
657	0.3080923663
658	0.3079674904
659	0.3078573329
660	0.3076503152
661	0.3074873536
662	0.3073439381
663	0.3072669057
664	0.3071153445
665	0.3070279094
666	0.3068456594
667	0.3066297246
668	0.3065158174
669	0.3063612617
670	0.3062753271
671	0.3061807983
672	0.3060143776
673	0.3058929438
674	0.3057580189
675	0.3056456727
676	0.3055788674
677	0.3054214061
678	0.3053184774
679	0.3051324839
680	0.304946757
681	0.304763371
682	0.304679123
683	0.3045193113
684	0.3043423083
685	0.3042534439
686	0.304223569
687	0.3041150716
688	0.3039927466
689	0.3038705358
690	0.3037423092
691	0.303600467
692	0.3034506082
693	0.3033876662
694	0.3032355725
695	0.3031286008
696	0.302971226
697	0.3028249139
698	0.3026684884
699	0.3025620288
700	0.3024415984
701	0.3023971612
702	0.3022811834
703	0.3021822524
704	0.3021015167
705	0.302036745
706	0.3019136805
707	0.3017606591
708	0.3016279122
709	0.3014815855
710	0.3013727291
711	0.3010613731
712	0.3010439377
713	0.3009599124
714	0.3006646361
715	0.3004939065
716	0.3003809001
717	0.3002185599
718	0.3001691152
719	0.3000123536
720	0.2998932418
721	0.2997819926
722	0.299664163
723	0.2995821903
724	0.2993888804
725	0.2993361231
726	0.2991528494
727	0.2989786644
728	0.2988154378
729	0.2987083394
730	0.2985909259
731	0.2985568039
732	0.2984319433
733	0.2983302679
734	0.2981802961
735	0.2980314325
736	0.2979059167
737	0.2977506513
738	0.2975948793
739	0.2974985839
740	0.2974172212
741	0.2972837
742	0.2971387091
743	0.2969779492
744	0.2968662028
745	0.296745745
746	0.2966788083
747	0.2965472037
748	0.2964527123
749	0.296345635
750	0.2962449625
751	0.2961839197
752	0.2960908623
753	0.2959785275
754	0.2958999536
755	0.2957783224
756	0.2956089029
757	0.2955100772
758	0.2954012938
759	0.2953032276
760	0.2951970864
761	0.2951019459
762	0.2950411071
763	0.2949330982
764	0.2949051582
765	0.2947813162
766	0.2947135693
767	0.2945879485
768	0.2944455405
769	0.294249059
770	0.2941821934
771	0.2940899675
772	0.2939614097
773	0.2938677173
774	0.2937532613
775	0.2937428175
776	0.2935567825
777	0.2934195658
778	0.2933492584
779	0.2931996238
780	0.2930943599
781	0.2929744154
782	0.2928737418
783	0.2927957073
784	0.292708749
785	0.2925623546
786	0.2925020666
787	0.2924030742
788	0.2923451837
789	0.2922420389
790	0.2921472867
791	0.2920365793
792	0.291908802
793	0.2918509737
794	0.2917735878
795	0.2916130063
796	0.291541026
797	0.2914291335
798	0.2913076362
799	0.2912514774
800	0.2911443169
801	0.2910594331
802	0.2909505176
803	0.2908528094
804	0.2906892216
805	0.2906169879
806	0.2904077351
807	0.2903232841
808	0.2901893802
809	0.2901150419
810	0.2900407388
811	0.2899231607
812	0.2897926122
813	0.2897117564
814	0.2896202525
815	0.2895358244
816	0.2893984626
817	0.2892790715
818	0.2891828848
819	0.2890461921
820	0.2889797841
821	0.2889348802
822	0.2888424589
823	0.2887427908
824	0.2886361104
825	0.2885392837
826	0.2884581082
827	0.28838204
828	0.2882403704
829	0.2881775317
830	0.288090604
831	0.288012904
832	0.287893058
833	0.2877381116
834	0.2876114077
835	0.2874992814
836	0.2873544088
837	0.2871731886
838	0.2870560769
839	0.2869718402
840	0.2868488977
841	0.2868075945
842	0.2867439119
843	0.2866390595
844	0.2864902616
845	0.2863483065
846	0.2862266916
847	0.286163402
848	0.2860710602
849	0.2860257584
850	0.2859124298
851	0.285761334
852	0.2856882016
853	0.2856020918
854	0.2854460871
855	0.2852827381
856	0.2851648512
857	0.2850531917
858	0.2849881097
859	0.2848689329
860	0.2847864116
861	0.2847225571
862	0.2846167846
863	0.2845179125
864	0.2844213681
865	0.2843368387
866	0.2842667877
867	0.2841728018
868	0.2840385606
869	0.2839637982
870	0.2838638208
871	0.2837259353
872	0.2836147603
873	0.2835095828
874	0.2834247174
875	0.2833128842
876	0.2832121745
877	0.2831016222
878	0.2830556429
879	0.2829065772
880	0.2828171472
881	0.2826022284
882	0.2824396889
883	0.2823178086
884	0.2822326052
885	0.2821480695
886	0.2820678685
887	0.2819764681
888	0.2817935548
889	0.2816364092
890	0.2815100541
891	0.2814209821
892	0.281272738
893	0.2811853833
894	0.281075366
895	0.280975086
896	0.2808958174
897	0.2808265016
898	0.2808032947
899	0.2806880383
900	0.2805616854
901	0.2805068355
902	0.28039141
903	0.2803110385
904	0.2801554215
905	0.2800206876
906	0.2799543512
907	0.2798721394
908	0.2797678229
909	0.2796401769
910	0.2795583611
911	0.279475383
912	0.2793454857
913	0.2792912069
914	0.2791294144
915	0.279035597
916	0.2789421932
917	0.2787997659
918	0.2787004234
919	0.2785919676
920	0.2785129943
921	0.2783595561
922	0.2782205011
923	0.2781517736
924	0.2780594619
925	0.2779771663
926	0.2778690955
927	0.2778610987
928	0.2777149569
929	0.2775756298
930	0.2775083024
931	0.2774447913
932	0.2774107029
933	0.2772739295
934	0.2771762118
935	0.2770528368
936	0.2768877613
937	0.2767785473
938	0.276696609
939	0.2765797323
940	0.2764415735
941	0.2763821435
942	0.276244595
943	0.2761013804
944	0.275956646
945	0.2758643806
946	0.2757998966
947	0.2757458919
948	0.2756105946
949	0.2755476381
950	0.2754688447
951	0.2753432856
952	0.2752161909
953	0.2751308033
954	0.2750651409
955	0.2749646181
956	0.2748791928
957	0.2747575358
958	0.2746666639
959	0.2746120351
960	0.2744896088
961	0.2743924051
962	0.2742680039
963	0.2741938896
964	0.2740954484
965	0.2740313678
966	0.273941011
967	0.2738601554
968	0.2737741677
969	0.2736798625
970	0.2735654005
971	0.2734922027
972	0.2734383514
973	0.2733341467
974	0.2732161202
975	0.2731427142
976	0.2730702786
977	0.2729822931
978	0.2728342286
979	0.2727576041
980	0.2726966889
981	0.2726181498
982	0.272544852
983	0.2724777361
984	0.2723435032
985	0.2723043141
986	0.2722200941
987	0.2721654023
988	0.2720462294
989	0.2719679073
990	0.27190425
991	0.2717911794
992	0.271744647
993	0.2717054403
994	0.2716530261
995	0.2716206067
996	0.2715311213
997	0.2713896481
998	0.2712545049
999	0.2711194007
